run_seed,variant_name,layer_index,probe_name,probe_family,group_type,group_name,example_count,test_accuracy,test_accuracy_polarity_invariant
17,pretrained,0,query_only,query_only,query_direction_type,hidden_positive,72,0.7777777777777778,0.7777777777777778
17,pretrained,0,query_only,query_only,query_direction_type,matched_negative,72,0.2222222222222222,0.7777777777777778
17,pretrained,0,query_only,query_only,query_distance_type,visible_5,48,0.5,0.5
17,pretrained,0,query_only,query_only,query_distance_type,visible_6,52,0.5,0.5
17,pretrained,0,query_only,query_only,query_distance_type,visible_7,44,0.5,0.5
17,pretrained,0,query_only,query_only,query_type,hidden_positive_visible_5,24,0.75,0.75
17,pretrained,0,query_only,query_only,query_type,hidden_positive_visible_6,26,0.8076923076923077,0.8076923076923077
17,pretrained,0,query_only,query_only,query_type,hidden_positive_visible_7,22,0.7727272727272727,0.7727272727272727
17,pretrained,0,query_only,query_only,query_type,matched_negative_visible_5,24,0.25,0.75
17,pretrained,0,query_only,query_only,query_type,matched_negative_visible_6,26,0.19230769230769232,0.8076923076923077
17,pretrained,0,query_only,query_only,query_type,matched_negative_visible_7,22,0.22727272727272727,0.7727272727272727
17,pretrained,0,query_only,query_only,relation_id,masked_balanced_triplet,144,0.5,0.5
17,pretrained,0,query_only,query_only,template_family_id,balanced_align,78,0.5,0.5
17,pretrained,0,query_only,query_only,template_family_id,balanced_sync,66,0.5,0.5
17,pretrained,0,query_only,query_only,template_id,balanced_triplet_align_forward,44,0.5,0.5
17,pretrained,0,query_only,query_only,template_id,balanced_triplet_align_reverse,34,0.5,0.5
17,pretrained,0,query_only,query_only,template_id,balanced_triplet_sync_forward,34,0.5,0.5
17,pretrained,0,query_only,query_only,template_id,balanced_triplet_sync_reverse,32,0.5,0.5
17,pretrained,0,exact_r1,exact,query_direction_type,hidden_positive,72,0.5138888888888888,0.5138888888888888
17,pretrained,0,exact_r1,exact,query_direction_type,matched_negative,72,0.5,0.5
17,pretrained,0,exact_r1,exact,query_distance_type,visible_5,48,0.5416666666666666,0.5416666666666666
17,pretrained,0,exact_r1,exact,query_distance_type,visible_6,52,0.46153846153846156,0.5384615384615384
17,pretrained,0,exact_r1,exact,query_distance_type,visible_7,44,0.5227272727272727,0.5227272727272727
17,pretrained,0,exact_r1,exact,query_type,hidden_positive_visible_5,24,0.5833333333333334,0.5833333333333334
17,pretrained,0,exact_r1,exact,query_type,hidden_positive_visible_6,26,0.46153846153846156,0.5384615384615384
