run_seed,variant_name,layer_index,probe_name,probe_family,group_type,group_name,example_count,test_accuracy,test_accuracy_polarity_invariant
7,pretrained,0,query_only,query_only,query_direction_type,hidden_positive,72,0.4444444444444444,0.5555555555555556
7,pretrained,0,query_only,query_only,query_direction_type,matched_negative,72,0.5555555555555556,0.5555555555555556
7,pretrained,0,query_only,query_only,query_distance_type,visible_5,48,0.5,0.5
7,pretrained,0,query_only,query_only,query_distance_type,visible_6,38,0.5,0.5
7,pretrained,0,query_only,query_only,query_distance_type,visible_7,58,0.5,0.5
7,pretrained,0,query_only,query_only,query_type,hidden_positive_visible_5,24,0.4166666666666667,0.5833333333333333
7,pretrained,0,query_only,query_only,query_type,hidden_positive_visible_6,19,0.47368421052631576,0.5263157894736843
7,pretrained,0,query_only,query_only,query_type,hidden_positive_visible_7,29,0.4482758620689655,0.5517241379310345
7,pretrained,0,query_only,query_only,query_type,matched_negative_visible_5,24,0.5833333333333334,0.5833333333333334
7,pretrained,0,query_only,query_only,query_type,matched_negative_visible_6,19,0.5263157894736842,0.5263157894736842
7,pretrained,0,query_only,query_only,query_type,matched_negative_visible_7,29,0.5517241379310345,0.5517241379310345
7,pretrained,0,query_only,query_only,relation_id,masked_balanced_triplet,144,0.5,0.5
7,pretrained,0,query_only,query_only,template_family_id,balanced_align,66,0.5,0.5
7,pretrained,0,query_only,query_only,template_family_id,balanced_sync,78,0.5,0.5
7,pretrained,0,query_only,query_only,template_id,balanced_triplet_align_forward,38,0.5,0.5
7,pretrained,0,query_only,query_only,template_id,balanced_triplet_align_reverse,28,0.5,0.5
7,pretrained,0,query_only,query_only,template_id,balanced_triplet_sync_forward,38,0.5,0.5
7,pretrained,0,query_only,query_only,template_id,balanced_triplet_sync_reverse,40,0.5,0.5
7,pretrained,0,exact_r1,exact,query_direction_type,hidden_positive,72,0.8055555555555556,0.8055555555555556
7,pretrained,0,exact_r1,exact,query_direction_type,matched_negative,72,0.3888888888888889,0.6111111111111112
7,pretrained,0,exact_r1,exact,query_distance_type,visible_5,48,0.6458333333333334,0.6458333333333334
7,pretrained,0,exact_r1,exact,query_distance_type,visible_6,38,0.5789473684210527,0.5789473684210527
7,pretrained,0,exact_r1,exact,query_distance_type,visible_7,58,0.5689655172413793,0.5689655172413793
7,pretrained,0,exact_r1,exact,query_type,hidden_positive_visible_5,24,0.8333333333333334,0.8333333333333334
7,pretrained,0,exact_r1,exact,query_type,hidden_positive_visible_6,19,0.7368421052631579,0.7368421052631579
7,pretrained,0,exact_r1,exact,query_type,hidden_positive_visible_7,29,0.8275862068965517,0.8275862068965517
7,pretrained,0,exact_r1,exact,query_type,matched_negative_visible_5,24,0.4583333333333333,0.5416666666666667
7,pretrained,0,exact_r1,exact,query_type,matched_negative_visible_6,19,0.42105263157894735,0.5789473684210527
7,pretrained,0,exact_r1,exact,query_type,matched_negative_visible_7,29,0.3103448275862069,0.6896551724137931
7,pretrained,0,exact_r1,exact,relation_id,masked_balanced_triplet,144,0.5972222222222222,0.5972222222222222
7,pretrained,0,exact_r1,exact,template_family_id,balanced_align,66,0.5757575757575758,0.5757575757575758
7,pretrained,0,exact_r1,exact,template_family_id,balanced_sync,78,0.6153846153846154,0.6153846153846154
7,pretrained,0,exact_r1,exact,template_id,balanced_triplet_align_forward,38,0.6842105263157895,0.6842105263157895
7,pretrained,0,exact_r1,exact,template_id,balanced_triplet_align_reverse,28,0.42857142857142855,0.5714285714285714
7,pretrained,0,exact_r1,exact,template_id,balanced_triplet_sync_forward,38,0.5789473684210527,0.5789473684210527
7,pretrained,0,exact_r1,exact,template_id,balanced_triplet_sync_reverse,40,0.65,0.65
7,pretrained,0,exact_r2,exact,query_direction_type,hidden_positive,72,0.5694444444444444,0.5694444444444444
7,pretrained,0,exact_r2,exact,query_direction_type,matched_negative,72,0.5277777777777778,0.5277777777777778
7,pretrained,0,exact_r2,exact,query_distance_type,visible_5,48,0.5416666666666666,0.5416666666666666
7,pretrained,0,exact_r2,exact,query_distance_type,visible_6,38,0.5789473684210527,0.5789473684210527
7,pretrained,0,exact_r2,exact,query_distance_type,visible_7,58,0.5344827586206896,0.5344827586206896
